author,comment,ratings,title,url,cleaned_text,length,has_emoji,label
Nguyễn Thị Phượng,"Này phải người suy nghĩ chín chắn mới hiểu hết được ý nghĩa của phim, còn không dễ bị suy nghĩ lệch lạc. Con cái lớn lên báo hiếu cha mẹ là chuyện bình thường, cha mẹ có tốt có xấu gì cũng vì con. Con cái bỏ học sợ cha biết la nên ở Sg làm này làm kia xong sống chung với 1 ng phụ nữ có 1 đứa nhỏ k phải con mình, đứa nhỏ lớn như vậy thì cũng bấy nhiêu năm cậu con trai k về thường xuyên thăm cha, giỗ mẹ cũng có khi k về được, camera lắp bị hư lúc có chuyện mới phát hiện là thấy dù ở xa lo này lo kia nhưng k thường xuyên theo dõi cha ở nhà già yếu 1 mình, chỉ khi nge cha có chuyện sợ cha mất mới chạy về, cha gãy chân thì bảo chỉ có bị gãy chân mà cả xóm mặt như đưa tang. Cha ở quê tằn tiện ăn cơm tiết kiệm dành dụm cho con. Phim kiểu muốn giáo dục rằng cha mẹ k nên bắt ép con cái của mình phải sống theo ý mình vì chỉ chữ hiếu, cho mng hiểu ai cũng có quá khứ dù xấu cũng có nỗi khổ của họ, cần tôn trọng tất cả k nên coi thường, bịa đặt... Khi cãi nhau với cha bỏ lên SG xong phim để cha tự nhìn nhận cái sai rồi p đi xin lỗi từng ng hàng xóm xong năn nỉ họ đứng trước camera xin lỗi- điều này thấy hơi kỳ. Trong khi cậu con trai xin lỗi mẹ con chị kia xog được tha thứ thì lo vun vén, kiu sắp xếp về thưa chuyện lại với cha mà có thấy đâu, toàn thấy bậc cha chú ba mẹ mình chủ động lên gặp không. Là 1 thằng đàn ông gần 30t mà chỉ biết sống theo ý mình, dù biết cha bệnh cũng mặc kệ tính sau. Tội nhất là Thắm- bị huỷ hôn 2 lần, xong còn p mất quả thận hiến cho cha mà chẳng kêu ca gì, hiểu chuyện 1 cách đánh thương. Ai cũng than cũng này kia nhưng k ai chú tâm đến Thắm. Cậu con trai coi Thắm là bạn thân mà lại lưỡng lự huỷ hôn tận 2 lần, suy nghĩ cho Thắm thì đâu có chịu về lần 2, tại sao k dẫn Mẹ con Trang về thưa chuyện đàng hoàng. Phim chưa truyền tải hết ý nghĩa bộ phim, xây dừng nhân vậy chỉ từ 1 phía.... Nói chung chỉ tạm được, nếu cỡ lứa tuổi như e út mình đi xem tụi nó xem xong mà k suy nghĩ chiều sâu khác thì tụi nó có khi về lại nói bố mẹ bắt ép con ăn học... sao không để con tự quyết định, mà đâu phải ai cũng đủ lớn khôn để hiểu hết tấm lòng lo lắng của ng làm cha làm mẹ. Sau này mình cũng sẽ là cha là mẹ, có đứa con như thế mình cũng buồn lắm chứ, lủi thủi về già 1 mình sợ con lo k dám nói, vk mất có mỗi đứa con để nương tựa, đặt hết tình thương, khi biết tin cũng đau lòng gấp bội, nhưng cuối cùng âm thầm hi sinh hết cho con mình để nó được sống theo cái cuộc sống mà nó cho là đúng đắn, là hạnh phúc. Nhưng nghĩ đi nghĩ lại nếu Cậu con trai sống mãi trên SG k bị cha phát hiện thì sau này cha bệnh cha mất lúc đó cũng hối hận, như vậy bất hiếu chứ còn gì nữa. Này ý kiến riêng của mình thôi, tuỳ cảm nhận mỗi ng.", 5/10,Cưới Vợ Cho Cha,https://www.momo.vn/cinema/cuoi-vo-cho-cha-24619/review,phải người suy nghĩ chín chắn mới hiểu hết được ý nghĩa của phim còn không dễ bị suy nghĩ lệch lạc con cái lớn lên báo hiếu cha mẹ chuyện bình thường cha mẹ có tốt có xấu gì cũng vì con con cái bỏ học sợ cha biết la nên ở sg làm làm kia xong sống chung 1 người phụ nữ có 1 đứa nhỏ không phải con mình đứa nhỏ lớn như cũng bấy nhiêu năm cậu con trai không về thường xuyên thăm cha giỗ mẹ cũng có không về được camera lắp bị hư lúc có chuyện mới phát hiện thấy dù ở xa lo lo kia nhưng không thường xuyên theo dõi cha ở nhà già yếu 1 mình chỉ nge cha có chuyện sợ cha mất mới chạy về cha gãy chân bảo chỉ có bị gãy chân cả xóm mặt như đưa tang cha ở quê tằn tiện ăn cơm tiết kiệm dành dụm cho con phim kiểu muốn giáo dục cha mẹ không nên bắt ép con cái của mình phải sống theo ý mình vì chỉ chữ hiếu cho mọi người hiểu ai cũng có quá khứ dù xấu cũng có nỗi khổ của họ cần tôn trọng tất cả không nên coi thường bịa đặt cãi nhau cha bỏ lên sg xong phim cha tự nhìn nhận cái sai rồi p đi xin lỗi người hàng xóm xong năn nỉ họ đứng trước camera xin lỗi- điều thấy hơi kỳ cậu con trai xin lỗi mẹ con chị kia xog được tha thứ lo vun vén kiu sắp xếp về thưa chuyện lại cha có thấy đâu toàn thấy bậc cha chú ba mẹ mình chủ động lên gặp không 1 thằng đàn ông gần 30t chỉ biết sống theo ý mình dù biết cha bệnh cũng mặc kệ tính sau tội nhất thắm- bị huỷ hôn 2 lần xong còn p mất quả thận hiến cho cha chẳng kêu ca gì hiểu chuyện 1 cách đánh thương ai cũng than cũng kia nhưng không ai chú tâm đến thắm cậu con trai coi thắm bạn thân lại lưỡng lự huỷ hôn tận 2 lần suy nghĩ cho thắm đâu có chịu về lần 2 sao không dẫn mẹ con trang về thưa chuyện đàng hoàng phim chưa truyền tải hết ý nghĩa bộ phim xây dừng nhân chỉ từ 1 phía nói chung chỉ tạm được nếu cỡ lứa tuổi như e út mình đi xem tụi nó xem xong không suy nghĩ chiều sâu khác tụi nó có về lại nói bố mẹ bắt ép con ăn học sao không con tự quyết định đâu phải ai cũng đủ lớn khôn hiểu hết tấm lòng lo lắng của người làm cha làm mẹ sau mình cũng sẽ cha mẹ có đứa con như mình cũng buồn lắm lủi thủi về già 1 mình sợ con lo không dám nói vk mất có mỗi đứa con nương tựa đặt hết tình thương biết tin cũng đau lòng gấp bội nhưng cuối cùng âm thầm hi sinh hết cho con mình nó được sống theo cái cuộc sống nó cho đúng đắn hạnh phúc nhưng nghĩ đi nghĩ lại nếu cậu con trai sống mãi trên sg không bị cha phát hiện sau cha bệnh cha mất lúc cũng hối hận như bất hiếu còn gì nữa ý kiến riêng của mình thôi tuỳ cảm nhận mỗi người,635,0,none
Biện Thị Thu,"Phim bình thường, không có gì đặc sắc, xem đoạn đi săn cũng được, tạo hình quái thú ko đẹp, tiếc tiền đi xem quá =₫)) thà xem long diên hương hay hơn", 5/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,phim bình thường không có gì đặc sắc xem đoạn đi săn cũng được tạo hình quái thú không đẹp tiếc tiền đi xem quá =₫ thà xem long diên hương hay hơn,32,0,mixed/neutral
Nguyễn Minh Khoa,Ổn nhe.Nhưng chất lượng rạp hơi ko ổn, 7/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,ổn nhe nhưng chất lượng rạp hơi không ổn,8,0,mixed/neutral
Lưu Thị Ngọc Thảo,"Phim hay về kĩ xảo, tính nhân văn, có xen lẫn hài hước, có logic, 1 bộ phim cứu tui giữa bão phim dở lúc này. Nên xem.", 5/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,phim hay về kĩ xảo tính nhân văn có xen lẫn hài hước có logic 1 bộ phim cứu tui giữa bão phim dở lúc nên xem,28,0,positive
Trần Phạm Phương Trinh,Hong có lên được rap nên không có coi được. Không có ai dẫn lên hết, 1/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,hong có lên được rap nên không có coi được không có ai dẫn lên hết,16,0,none
Nguyễn Văn Dũng,Phim xem cũng được phim thuần hành động, 6/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,phim xem cũng được phim thuần hành động,8,0,mixed/neutral
Đỗ Phúc Hòa,"Phim hay nha
Gần đây mới có phim đáng để bỏ tiền ra rạp
Pha cuối đấu trùm hơi thất vọng tý nhưng cũng ổn", 7/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,phim hay nha gần đây mới có phim đáng bỏ tiền rạp pha cuối đấu trùm hơi thất vọng tý nhưng cũng ổn,25,0,mixed/neutral
Nguyễn Quốc Hân,Thua cả phần 1 năm 8x, 1/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,thua cả phần 1 năm 8x,6,0,negative
Trần Thanh Quang,Fim nhạt cực 🥲, 1/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,fim nhạt cực 🥲,3,1,negative
Đỗ Mạnh Tùng,Có đc xem đâu, 1/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,có được xem đâu,4,0,none
Nguyễn Hoàng Quốc Kỳ,"Phim có vài tình tiết hơi vô lý và gượng gạo,  xem predator săn mồi nhưng cảm giác như phim shonen edgy dùng sức manh tình bạn bật cả ông già,  thà nhai avp1 còn hơn", 4/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,phim có vài tình tiết hơi vô lý gượng gạo xem predator săn mồi nhưng cảm giác như phim shonen edgy dùng sức manh tình bạn bật cả ông già thà nhai avp1 còn hơn,36,0,negative
Lê Chánh Tín,Màn hình y như đang coi phim lậu. Mờ căm. Nội dung thì hay nhưng tiếc về màn hình chiếu., 1/10,Quái Thú Vô Hình: Vùng Đất Chết Chóc,https://www.momo.vn/cinema/predator-badlands-24625/review,màn hình y như coi phim lậu mờ căm nội dung hay nhưng tiếc về màn hình chiếu,20,0,negative
Nguyễn Thị Minh Diệp,"Khá hay, tuy nhiên tôi chưa thích giọng người lồng tiếng cho lắm", 7/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,khá hay tuy nhiên tôi chưa thích giọng người lồng tiếng cho lắm,13,0,mixed/neutral
Nguyễn Thị Giang,vào muộn 10p nma cười từ lúc vào tới lúc ra nha 🤡, 7/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,muộn 10p nhưng cười từ lúc tới lúc nha 🤡,13,1,mixed/neutral
Trần Thanh Thảo,"Rạp phim vắng không có ai xem luôn , phim dở tệ dài lê thê, xem nửa phim muốn bỏ về, nhạt quá trời nhạt. Lần đầu xem phim tệ v á :))", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,rạp phim vắng không có ai xem luôn phim dở tệ dài lê thê xem nửa phim muốn bỏ về nhạt quá trời nhạt lần đầu xem phim tệ á,32,0,negative
Lâm Nhất Trung,Hmmm nói sao nhỉ phim cũng vui mà nội dung hơi chán 🙄, 6/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,hm nói sao phim cũng vui nội dung hơi chán 🙄,12,1,mixed/neutral
Trịnh Vũ,"Chê bản lồng tiếng nha, nội dung phim thì ý nghĩa đấy nhưng lồng tiếng rồi lồng luôn bài hát Việt vô nó chớt quớt à, apply nhiều câu trend quá thành ra nó nhảm á", 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,chê bản lồng tiếng nha nội dung phim ý nghĩa nhưng lồng tiếng rồi lồng luôn bài hát việt vô nó chết quớt apply nhiều câu trend quá thành nó nhảm á,36,0,negative
Hà Trần Ngọc Minh,Không như kỳ vọng lắm nhưng cũng khá ổn, 4/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,không như kỳ vọng lắm nhưng cũng khá ổn,9,0,negative
Nguyễn Thị Thúy An,"Phim oke, nhưng má nó, lồng tiếng quá dở, nên moôd phim bị tụt. Haizzzzz. Nhưng phim cũng oke", 5/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim ok nhưng má nó lồng tiếng quá dở nên moôd phim bị tụt haiz nhưng phim cũng ok,19,0,mixed/neutral
Nguyễn Bạch Thiên Đăng,Trên vé ghi lồng tiếng nhưng mà lúc xem thì lại là vietsub hơi chán 😒, 7/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,trên vé ghi lồng tiếng nhưng lúc xem lại vietsub hơi chán 😒,15,1,negative
Lê Thị Kim Ngân,Fim ổn nhân viên rạp 10đ, 6/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,fim ổn nhân viên rạp 10 điểm,6,0,positive
Nguyễn Chí Tài,Không coa gi hay dc cái nhac hay cháy, 6/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,không coa gi hay được cái nhac hay cháy,9,0,mixed/neutral
Lê Thị Thu Thủy,Lồng tiếng tạm ổn, 7/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,lồng tiếng tạm ổn,4,0,mixed/neutral
Bùi Chí Trường,"Phim rườm ra, tình tiết lan man, lủng củng 
Hài mà không chút buồn cười nào. Nhạt.", 3/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim rườm tình tiết lan man lủng cũng hài không chút buồn cười nhạt,17,0,negative
Trần Tuấn Vinh,Ok nha, 7/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,ok nha,2,0,mixed/neutral
Đạt Thị Mỹ Ánh,"Phim tạm ổn, không quá xuất sắc", 5/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim tạm ổn không quá xuất sắc,7,0,mixed/neutral
Bùi Phi Long,"Phim nhàm xàm, câu giờ, ko có điểm nhấn
Nguyên rạp có gần 10 người
Vậy cũng đưa lên rạp được
Éo biết khen vì điều gì", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim nhàm xàm câu giờ không có điểm nhấn nguyên rạp có gần 10 người cũng đưa lên rạp được éo biết khen vì điều gì,27,0,negative
Doan Kim Tuyen,"Phim hài, dễ thương, tình cảm, coi để giải trí rất là tốt. Giữa anh trai say xe và sư thầy gặp sư lầy thì nên để tiền xem anh trai say xe ổn hơn rất nhiều. Phim hài nên mình không xét nét quá. Coi giải trí, đi 1 mình hay đi vs 2 mình đều ổn nè. Phim chỉ có cháy xe bus thui chứ k thấy ai say xe hết á 😂😂😂 Dàn diễn viên khá là ổn. Ai đẹp trai nhất phim thì die sớm nhất phim 😂😂😂", 6/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim hài dễ thương tình cảm coi giải trí rất tốt giữa anh trai say xe sư thầy gặp sư lầy nên tiền xem anh trai say xe ổn hơn rất nhiều phim hài nên mình không xét nét quá coi giải trí đi 1 mình hay đi 2 mình đều ổn nè phim chỉ có cháy xe bus thui không thấy ai say xe hết á 😂 dàn diễn viên khá ổn ai đẹp trai nhất phim die sớm nhất phim 😂,92,1,positive
Hoàng Thị Thiện,"Ko có j đặc sắc, ko hay", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,không có j đặc sắc không hay,7,0,negative
Chu Khánh Huyền,"Nội dung phim về tình bạn cũng tạm . Nhưng để đánh giá tổng quan thì nhàm , hài ít , ko đáng xem lắm . Dv cũng ko đẹp luôn 🙃", 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,nội dung phim về tình bạn cũng tạm nhưng đánh giá tổng quan nhàm hài ít không đáng xem lắm diễn viên cũng không đẹp luôn 🙃,31,1,negative
Nguyễn Thị Kiều,"Hazzz, mình ít khi chê nhưng thật sự coi xong thấy phim nhạt nhẽo, chán chường. Thất vọng. Cả bộ phim không có điểm nhấn gì, tệ 1/10", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,haz mình ít chê nhưng thật sự coi xong thấy phim nhạt nhẽo chán chường thất vọng cả bộ phim không có điểm nhấn gì tệ 1/10,29,0,negative
Nguyễn Âu Phương Linh,"Diễn viên đẹp, diễn tốt nhưng cốt truyện quá đơn giản, dễ đoán và chán. Tôi có thể ngủ suốt đoạn giữa và coi đoạn cuối vẫn hiểu. Hài không tới, đoạn cảm động cũng không tới", 3/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,diễn viên đẹp diễn tốt nhưng cốt truyện quá đơn giản dễ đoán chán tôi có thể ngủ suốt đoạn giữa coi đoạn cuối vẫn hiểu hài không tới đoạn cảm động cũng không tới,37,0,negative
Lê Minh Trí,"Nếu có không sao thì t cho phim này 0 sao luôn, phim dở như hạch, lan man chả vào vấn đề éo gì cả, bỏ tiền ra vô rạp coi 1 đám bị điên diễn hài nhảm, coi xong rước bực vô người", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,nếu có không sao tôi cho phim 0 sao luôn phim dở như hạch lan man chả vấn đề éo gì cả bỏ tiền vô rạp coi 1 đám bị điên diễn hài nhảm coi xong rước bực vô người,44,0,negative
Đàm Thị Ngọc Phương,"Nhạt ,xàm xem được 1 nửa về luôn", 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,nhạt xàm xem được 1 nửa về luôn,8,0,negative
Hoàng Thị Hồng Quyên,"Lồng tiếng rất gây ức chế cho người xem, xem xong khó chịu bức rức", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,lồng tiếng rất gây ức chế cho người xem xem xong khó chịu bức rức,15,0,negative
Hoàng Trọng Phúc,"Lồng tiếng chán quá, để phụ đề may ra còn hay hơn", 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,lồng tiếng chán quá phụ đề may còn hay hơn,12,0,negative
Đỗ Thị Ngọc Hà,Coi xong phim không đọng lại gì., 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,coi xong phim không đọng lại gì,7,0,negative
Lê Thảo Trang,Phim dở thiệt sự, 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim dở thiệt sự,4,0,negative
Nguyễn Vĩnh Phúc,"Phim Hài, nhưng mà Hài cốt", 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,phim hài nhưng hài cốt,6,0,negative
Đào Nguyễn Minh Anh,"Thật sự là vô rạp ngồi ngủ, dãi chảy 30cm", 1/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,thật sự vô rạp ngồi ngủ dãi chảy 30cm,10,0,negative
Trương Khải Uy,Nhạt quá hài không hài cảm động không cảm động cứ nửa vời nói chung là coi buồn ngủ luôn á mn mê dv nên khen dữ luôn, 2/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,nhạt quá hài không hài cảm động không cảm động cứ nửa vời nói chung coi buồn ngủ luôn á mọi người mê diễn viên nên khen dữ luôn,29,0,negative
Phạm Ngọc Thanh Thư,củng bình thường, 3/10,Anh Trai Say Xe,https://www.momo.vn/cinema/the-first-ride-24687/review,cũng bình thường,3,0,mixed/neutral
Nguyễn Diệu Phương Anh,"Mk đã đi xem và nó dở thật mn ạ, khuyên mn k nên xem thiệt í. Nó chán nó buồn ngủ dễ sợ lun á, chắc tại mk coi mấy bộ này nhìu r nên thấy phim này kc j đặc sắc. Tên phim s thì vô y chang v đó nhg nó xàm xàm nó chán kiểu j á, nchg là v, k nên xem nha. Tốn tìn lắm ó.", 1/10,Lọ Lem Chơi Ngải,https://www.momo.vn/cinema/kitab-sijjin-illiyyin-24654/review,mình đi xem nó dở thật mọi người ạ khuyên mọi người không nên xem thiệt í nó chán nó buồn ngủ dễ sợ luôn á chắc mình coi mấy bộ nhìu r nên thấy phim kc j đặc sắc tên phim s vô y chang nhg nó xàm xàm nó chán kiểu j á nchg không nên xem nha tốn tìn lắm ó,74,0,negative
